Entity,trait,structure_measured,trait_groupings,trait_group_for_portal,core_trait,keywords
https://w3id.org/APD/traits/trait_0000012,leaf_Al_per_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,aluminium atom
https://w3id.org/APD/traits/trait_0000014,leaf_B_per_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,boron atom; micronutrient
https://w3id.org/APD/traits/trait_0000016,leaf_C_per_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,carbon atom
https://w3id.org/APD/traits/trait_0000018,leaf_Ca_per_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,calcium atom; micronutrient
https://w3id.org/APD/traits/trait_0000020,leaf_Cl_per_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,chlorine atom
https://w3id.org/APD/traits/trait_0000022,leaf_Cr_per_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,chromium atom
https://w3id.org/APD/traits/trait_0000024,leaf_Co_per_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,cobalt atom; micronutrient
https://w3id.org/APD/traits/trait_0000026,leaf_Cu_per_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,copper atom; micronutrient
https://w3id.org/APD/traits/trait_0000028,leaf_Fe_per_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,iron atom; micronutrient
https://w3id.org/APD/traits/trait_0000029,leaf_K_per_area,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,potassium atom; macronutrient
https://w3id.org/APD/traits/trait_0000030,leaf_K_per_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,potassium atom; macronutrient
https://w3id.org/APD/traits/trait_0000032,leaf_Mg_per_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,magnesium atom; micronutrient
https://w3id.org/APD/traits/trait_0000034,leaf_Mn_per_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,manganese atom; micronutrient
https://w3id.org/APD/traits/trait_0000036,leaf_Mo_per_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,molybdenum atom; micronutrient
https://w3id.org/APD/traits/trait_0000037,leaf_N_per_area,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,nitrogen atom; macronutrient
https://w3id.org/APD/traits/trait_0000038,leaf_N_per_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,core_trait,nitrogen atom; macronutrient
https://w3id.org/APD/traits/trait_0000040,leaf_Na_per_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,sodium atom; micronutrient
https://w3id.org/APD/traits/trait_0000042,leaf_Ni_per_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,nickel atom
https://w3id.org/APD/traits/trait_0000043,leaf_P_per_area,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,phosphorus atom; macronutrient
https://w3id.org/APD/traits/trait_0000044,leaf_P_per_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,core_trait,phosphorus atom; macronutrient
https://w3id.org/APD/traits/trait_0000046,leaf_S_per_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,sulfur atom; micronutrient
https://w3id.org/APD/traits/trait_0000048,leaf_Se_per_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,selenium atom
https://w3id.org/APD/traits/trait_0000050,leaf_Si_per_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,silicon atom
https://w3id.org/APD/traits/trait_0000052,leaf_Zn_per_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,zinc atom; micronutrient
https://w3id.org/APD/traits/trait_0000090,leaf_CN_ratio,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,carbon atom; macronutrient; nitrogen atom
https://w3id.org/APD/traits/trait_0000091,leaf_NP_ratio,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,nitrogen atom; macronutrient; phosphorus atom
https://w3id.org/APD/traits/trait_0000112,leaf_senesced_Al_per_dry_mass,leaf,senesced leaf mineral and ion content trait,nutrient and stable isotope,NA,aluminium atom; senescent; plant litter
https://w3id.org/APD/traits/trait_0000114,leaf_senesced_B_per_dry_mass,leaf,senesced leaf mineral and ion content trait,nutrient and stable isotope,NA,boron atom; senescent; micronutrient; plant litter
https://w3id.org/APD/traits/trait_0000116,leaf_senesced_C_per_dry_mass,leaf,senesced leaf mineral and ion content trait,nutrient and stable isotope,NA,carbon atom; senescent; plant litter
https://w3id.org/APD/traits/trait_0000118,leaf_senesced_Ca_per_dry_mass,leaf,senesced leaf mineral and ion content trait,nutrient and stable isotope,NA,calcium atom; senescent; micronutrient; plant litter
https://w3id.org/APD/traits/trait_0000126,leaf_senesced_Cu_per_dry_mass,leaf,senesced leaf mineral and ion content trait,nutrient and stable isotope,NA,copper atom; senescent; micronutrient; plant litter
https://w3id.org/APD/traits/trait_0000128,leaf_senesced_Fe_per_dry_mass,leaf,senesced leaf mineral and ion content trait,nutrient and stable isotope,NA,iron atom; senescent; micronutrient; plant litter
https://w3id.org/APD/traits/trait_0000130,leaf_senesced_K_per_dry_mass,leaf,senesced leaf mineral and ion content trait,nutrient and stable isotope,NA,potassium atom; senescent; macronutrient; plant litter
https://w3id.org/APD/traits/trait_0000132,leaf_senesced_Mg_per_dry_mass,leaf,senesced leaf mineral and ion content trait,nutrient and stable isotope,NA,magnesium atom; senescent; micronutrient; plant litter
https://w3id.org/APD/traits/trait_0000134,leaf_senesced_Mn_per_dry_mass,leaf,senesced leaf mineral and ion content trait,nutrient and stable isotope,NA,manganese atom; senescent; micronutrient; plant litter
https://w3id.org/APD/traits/trait_0000136,leaf_senesced_Mo_per_dry_mass,leaf,senesced leaf mineral and ion content trait,nutrient and stable isotope,NA,molybdenum atom; senescent; micronutrient; plant litter
https://w3id.org/APD/traits/trait_0000138,leaf_senesced_N_per_dry_mass,leaf,senesced leaf mineral and ion content trait,nutrient and stable isotope,NA,nitrogen atom; senescent; macronutrient; plant litter
https://w3id.org/APD/traits/trait_0000140,leaf_senesced_Na_per_dry_mass,leaf,senesced leaf mineral and ion content trait,nutrient and stable isotope,NA,sodium atom; senescent; micronutrient; plant litter
https://w3id.org/APD/traits/trait_0000142,leaf_senesced_Ni_per_dry_mass,leaf,senesced leaf mineral and ion content trait,nutrient and stable isotope,NA,nickel atom; senescent; plant litter
https://w3id.org/APD/traits/trait_0000144,leaf_senesced_P_per_dry_mass,leaf,senesced leaf mineral and ion content trait,nutrient and stable isotope,NA,phosphorus atom; senescent; macronutrient; plant litter
https://w3id.org/APD/traits/trait_0000146,leaf_senesced_S_per_dry_mass,leaf,senesced leaf mineral and ion content trait,nutrient and stable isotope,NA,sulfur atom; senescent; micronutrient; plant litter
https://w3id.org/APD/traits/trait_0000152,leaf_senesced_Zn_per_dry_mass,leaf,senesced leaf mineral and ion content trait,nutrient and stable isotope,NA,zinc atom; senescent; micronutrient; plant litter
https://w3id.org/APD/traits/trait_0022012,leaf_N_resorption,leaf,nutrient recycling trait,nutrient and stable isotope,NA,nitrogen atom; senescent; resorption; plant litter; macronutrient
https://w3id.org/APD/traits/trait_0022013,leaf_P_resorption,leaf,nutrient recycling trait,nutrient and stable isotope,NA,phosphorus atom; senescent; resorption; plant litter; macronutrient
https://w3id.org/APD/traits/trait_0000216,stem_C_per_dry_mass,stem,stem mineral and ion content trait,nutrient and stable isotope,NA,carbon atom
https://w3id.org/APD/traits/trait_0000238,stem_N_per_dry_mass,stem,stem mineral and ion content trait,nutrient and stable isotope,NA,nitrogen atom; macronutrient
https://w3id.org/APD/traits/trait_0000416,wood_C_per_dry_mass,"stem; wood, secondary xylem",wood mineral and ion content trait,nutrient and stable isotope,NA,carbon atom; wood; plant litter
https://w3id.org/APD/traits/trait_0000418,wood_Ca_per_dry_mass,"stem; wood, secondary xylem",wood mineral and ion content trait,nutrient and stable isotope,NA,calcium atom; wood; micronutrient; plant litter
https://w3id.org/APD/traits/trait_0000430,wood_K_per_dry_mass,"stem; wood, secondary xylem",wood mineral and ion content trait,nutrient and stable isotope,NA,potassium atom; wood; macronutrient; plant litter
https://w3id.org/APD/traits/trait_0000432,wood_Mg_per_dry_mass,"stem; wood, secondary xylem",wood mineral and ion content trait,nutrient and stable isotope,NA,magnesium atom; wood; micronutrient; plant litter
https://w3id.org/APD/traits/trait_0000438,wood_N_per_dry_mass,"stem; wood, secondary xylem",wood mineral and ion content trait,nutrient and stable isotope,NA,nitrogen atom; wood; macronutrient; plant litter
https://w3id.org/APD/traits/trait_0000440,wood_Na_per_dry_mass,"stem; wood, secondary xylem",wood mineral and ion content trait,nutrient and stable isotope,NA,sodium atom; wood; micronutrient; plant litter
https://w3id.org/APD/traits/trait_0000444,wood_P_per_dry_mass,"stem; wood, secondary xylem",wood mineral and ion content trait,nutrient and stable isotope,NA,phosphorus atom; wood; macronutrient; plant litter
https://w3id.org/APD/traits/trait_0000518,wood_dead_Ca_per_dry_mass,"stem; wood, secondary xylem",senesced wood mineral and ion content trait,nutrient and stable isotope,NA,calcium atom; senescent; wood; micronutrient; plant litter
https://w3id.org/APD/traits/trait_0000530,wood_dead_K_per_dry_mass,"stem; wood, secondary xylem",senesced wood mineral and ion content trait,nutrient and stable isotope,NA,potassium atom; senescent; wood; macronutrient; plant litter
https://w3id.org/APD/traits/trait_0000532,wood_dead_Mg_per_dry_mass,"stem; wood, secondary xylem",senesced wood mineral and ion content trait,nutrient and stable isotope,NA,magnesium atom; senescent; wood; micronutrient; plant litter
https://w3id.org/APD/traits/trait_0000538,wood_dead_N_per_dry_mass,"stem; wood, secondary xylem",senesced wood mineral and ion content trait,nutrient and stable isotope,NA,nitrogen atom; senescent; wood; macronutrient; plant litter
https://w3id.org/APD/traits/trait_0000540,wood_dead_Na_per_dry_mass,"stem; wood, secondary xylem",senesced wood mineral and ion content trait,nutrient and stable isotope,NA,sodium atom; senescent; wood; micronutrient; plant litter
https://w3id.org/APD/traits/trait_0000544,wood_dead_P_per_dry_mass,"stem; wood, secondary xylem",senesced wood mineral and ion content trait,nutrient and stable isotope,NA,phosphorus atom; senescent; wood; macronutrient; plant litter
https://w3id.org/APD/traits/trait_0000612,bark_Al_per_dry_mass,bark,stem mineral and ion content trait,nutrient and stable isotope,NA,aluminium atom
https://w3id.org/APD/traits/trait_0000614,bark_B_per_dry_mass,bark,stem mineral and ion content trait,nutrient and stable isotope,NA,boron atom; micronutrient
https://w3id.org/APD/traits/trait_0000616,bark_C_per_dry_mass,bark,stem mineral and ion content trait,nutrient and stable isotope,NA,carbon atom
https://w3id.org/APD/traits/trait_0000618,bark_Ca_per_dry_mass,bark,stem mineral and ion content trait,nutrient and stable isotope,NA,calcium atom; micronutrient
https://w3id.org/APD/traits/trait_0000626,bark_Cu_per_dry_mass,bark,stem mineral and ion content trait,nutrient and stable isotope,NA,copper atom; micronutrient
https://w3id.org/APD/traits/trait_0000628,bark_Fe_per_dry_mass,bark,stem mineral and ion content trait,nutrient and stable isotope,NA,iron atom; micronutrient
https://w3id.org/APD/traits/trait_0000630,bark_K_per_dry_mass,bark,stem mineral and ion content trait,nutrient and stable isotope,NA,potassium atom; macronutrient
https://w3id.org/APD/traits/trait_0000632,bark_Mg_per_dry_mass,bark,stem mineral and ion content trait,nutrient and stable isotope,NA,magnesium atom; micronutrient
https://w3id.org/APD/traits/trait_0000634,bark_Mn_per_dry_mass,bark,stem mineral and ion content trait,nutrient and stable isotope,NA,manganese atom; micronutrient
https://w3id.org/APD/traits/trait_0000638,bark_N_per_dry_mass,bark,stem mineral and ion content trait,nutrient and stable isotope,NA,nitrogen atom; macronutrient
https://w3id.org/APD/traits/trait_0000640,bark_Na_per_dry_mass,bark,stem mineral and ion content trait,nutrient and stable isotope,NA,sodium atom; micronutrient
https://w3id.org/APD/traits/trait_0000644,bark_P_per_dry_mass,bark,stem mineral and ion content trait,nutrient and stable isotope,NA,phosphorus atom; macronutrient
https://w3id.org/APD/traits/trait_0000646,bark_S_per_dry_mass,bark,stem mineral and ion content trait,nutrient and stable isotope,NA,sulfur atom; micronutrient
https://w3id.org/APD/traits/trait_0000652,bark_Zn_per_dry_mass,bark,stem mineral and ion content trait,nutrient and stable isotope,NA,zinc atom; micronutrient
https://w3id.org/APD/traits/trait_0000816,root_C_per_dry_mass,root,root mineral and ion content trait,nutrient and stable isotope,NA,carbon atom
https://w3id.org/APD/traits/trait_0000838,root_N_per_dry_mass,root,root mineral and ion content trait,nutrient and stable isotope,NA,nitrogen atom; macronutrient
https://w3id.org/APD/traits/trait_0000844,root_P_per_dry_mass,root,root mineral and ion content trait,nutrient and stable isotope,NA,phosphorus atom; macronutrient
https://w3id.org/APD/traits/trait_0001038,flower_N_per_dry_mass,reproductive shoot system; flower,reproductive shoot system mineral and ion content trait,nutrient and stable isotope,NA,reproduction; nitrogen atom; macronutrient
https://w3id.org/APD/traits/trait_0001118,fruit_Ca_per_dry_mass,reproductive shoot system; fruit,reproductive shoot system mineral and ion content trait,nutrient and stable isotope,NA,calcium atom; micronutrient; reproduction
https://w3id.org/APD/traits/trait_0001130,fruit_K_per_dry_mass,reproductive shoot system; fruit,reproductive shoot system mineral and ion content trait,nutrient and stable isotope,NA,potassium atom; macronutrient; reproduction
https://w3id.org/APD/traits/trait_0001132,fruit_Mg_per_dry_mass,reproductive shoot system; fruit,reproductive shoot system mineral and ion content trait,nutrient and stable isotope,NA,magnesium atom; micronutrient; reproduction
https://w3id.org/APD/traits/trait_0001138,fruit_N_per_dry_mass,reproductive shoot system; fruit,reproductive shoot system mineral and ion content trait,nutrient and stable isotope,NA,nitrogen atom; macronutrient; reproduction
https://w3id.org/APD/traits/trait_0001144,fruit_P_per_dry_mass,reproductive shoot system; fruit,reproductive shoot system mineral and ion content trait,nutrient and stable isotope,NA,phosphorus atom; macronutrient; reproduction
https://w3id.org/APD/traits/trait_0001146,fruit_S_per_dry_mass,reproductive shoot system; fruit,reproductive shoot system mineral and ion content trait,nutrient and stable isotope,NA,sulfur atom; micronutrient; reproduction
https://w3id.org/APD/traits/trait_0001218,seed_Ca_per_seed_dry_mass,reproductive shoot system; seed,reproductive shoot system mineral and ion content trait,nutrient and stable isotope,NA,calcium atom; micronutrient; reproduction
https://w3id.org/APD/traits/trait_0001230,seed_K_per_seed_dry_mass,reproductive shoot system; seed,reproductive shoot system mineral and ion content trait,nutrient and stable isotope,NA,potassium atom; macronutrient; reproduction
https://w3id.org/APD/traits/trait_0001232,seed_Mg_per_seed_dry_mass,reproductive shoot system; seed,reproductive shoot system mineral and ion content trait,nutrient and stable isotope,NA,magnesium atom; micronutrient; reproduction
https://w3id.org/APD/traits/trait_0001238,seed_N_per_seed_dry_mass,reproductive shoot system; seed,reproductive shoot system mineral and ion content trait,nutrient and stable isotope,NA,nitrogen atom; macronutrient; reproduction
https://w3id.org/APD/traits/trait_0001244,seed_P_per_seed_dry_mass,reproductive shoot system; seed,reproductive shoot system mineral and ion content trait,nutrient and stable isotope,NA,phosphorus atom; macronutrient; reproduction
https://w3id.org/APD/traits/trait_0001246,seed_S_per_seed_dry_mass,reproductive shoot system; seed,reproductive shoot system mineral and ion content trait,nutrient and stable isotope,NA,sulfur atom; micronutrient; reproduction
https://w3id.org/APD/traits/trait_0001511,leaf_cell_wall_N_per_cell_wall_dry_mass,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,nitrogen atom; macronutrient; cell; plant-type cell wall
https://w3id.org/APD/traits/trait_0001512,leaf_cell_wall_N_per_leaf_N,leaf,live leaf mineral and ion content trait,nutrient and stable isotope,NA,nitrogen atom; macronutrient; cell; plant-type cell wall
https://w3id.org/APD/traits/trait_0001513,leaf_rubisco_N_per_total_leaf_N,leaf,cell or tissue mineral and ion content trait,nutrient and stable isotope,NA,nitrogen atom; macronutrient; cell; protein; Ribulose-Bisphosphate Carboxylase; chloroplast
https://w3id.org/APD/traits/trait_0001514,leaf_thylakoid_N_per_total_leaf_N,leaf,cell or tissue mineral and ion content trait,nutrient and stable isotope,NA,nitrogen atom; macronutrient; cell; protein; thylakoid; chloroplast
https://w3id.org/APD/traits/trait_0001611,leaf_epidermis_Ca_per_fresh_mass,leaf,cell or tissue mineral and ion content trait,nutrient and stable isotope,NA,calcium atom; epidermal cell; cell; micronutrient
https://w3id.org/APD/traits/trait_0001612,leaf_hypodermis_Ca_per_fresh_mass,leaf,cell or tissue mineral and ion content trait,nutrient and stable isotope,NA,calcium atom; hypodermis; cell; micronutrient
https://w3id.org/APD/traits/trait_0001613,leaf_internal_parenchyma_Ca_per_fresh_mass,leaf,cell or tissue mineral and ion content trait,nutrient and stable isotope,NA,calcium atom; parenchyma cell; cell; micronutrient
https://w3id.org/APD/traits/trait_0001614,leaf_palisade_mesophyll_Ca_per_fresh_mass,leaf,cell or tissue mineral and ion content trait,nutrient and stable isotope,NA,calcium atom; palisade mesophyll cell; cell; micronutrient
https://w3id.org/APD/traits/trait_0001615,leaf_sclerenchyma_Ca_per_fresh_mass,leaf,cell or tissue mineral and ion content trait,nutrient and stable isotope,NA,calcium atom; sclerenchyma cell; cell; micronutrient
https://w3id.org/APD/traits/trait_0001616,leaf_spongy_mesophyll_Ca_per_fresh_mass,leaf,cell or tissue mineral and ion content trait,nutrient and stable isotope,NA,calcium atom; spongy mesophyll cell; cell; micronutrient
https://w3id.org/APD/traits/trait_0001661,leaf_epidermis_P_per_fresh_mass,leaf,cell or tissue mineral and ion content trait,nutrient and stable isotope,NA,phosphorus atom; epidermal cell; cell; macronutrient
https://w3id.org/APD/traits/trait_0001662,leaf_hypodermis_P_per_fresh_mass,leaf,cell or tissue mineral and ion content trait,nutrient and stable isotope,NA,phosphorus atom; hypodermis; cell; macronutrient
https://w3id.org/APD/traits/trait_0001663,leaf_internal_parenchyma_P_per_fresh_mass,leaf,cell or tissue mineral and ion content trait,nutrient and stable isotope,NA,phosphorus atom; parenchyma cell; cell; macronutrient
https://w3id.org/APD/traits/trait_0001664,leaf_palisade_mesophyll_P_per_fresh_mass,leaf,cell or tissue mineral and ion content trait,nutrient and stable isotope,NA,phosphorus atom; palisade mesophyll cell; cell; macronutrient
https://w3id.org/APD/traits/trait_0001665,leaf_sclerenchyma_P_per_fresh_mass,leaf,cell or tissue mineral and ion content trait,nutrient and stable isotope,NA,phosphorus atom; sclerenchyma cell; cell; macronutrient
https://w3id.org/APD/traits/trait_0001666,leaf_spongy_mesophyll_P_per_fresh_mass,leaf,cell or tissue mineral and ion content trait,nutrient and stable isotope,NA,phosphorus atom; spongy mesophyll cell; cell; macronutrient
https://w3id.org/APD/traits/trait_0002021,leaf_total_non-structural_carbohydrates_per_area,leaf,carbohydrate content trait,nutrient and stable isotope,NA,carbohydrate; starch; sugar; non-structural carbohydrates
https://w3id.org/APD/traits/trait_0002022,leaf_total_non-structural_carbohydrates_per_mass,leaf,carbohydrate content trait,nutrient and stable isotope,NA,carbohydrate; starch; sugar; non-structural carbohydrates
https://w3id.org/APD/traits/trait_0002024,leaf_cellulose_per_dry_mass,leaf,carbohydrate content trait,nutrient and stable isotope,NA,amorphous cellulose; carbohydrate
https://w3id.org/APD/traits/trait_0002025,leaf_starch_per_area,leaf,carbohydrate content trait,nutrient and stable isotope,NA,starch; carbohydrate
https://w3id.org/APD/traits/trait_0002027,leaf_soluble_starch_per_area,leaf,carbohydrate content trait,nutrient and stable isotope,NA,starch; carbohydrate
https://w3id.org/APD/traits/trait_0002028,leaf_soluble_starch_per_mass,leaf,carbohydrate content trait,nutrient and stable isotope,NA,starch; carbohydrate
https://w3id.org/APD/traits/trait_0002031,leaf_soluble_sugars_per_area,leaf,carbohydrate content trait,nutrient and stable isotope,NA,carbohydrate; monosaccharide; disaccharide; sugar
https://w3id.org/APD/traits/trait_0002032,leaf_soluble_sugars_per_mass,leaf,carbohydrate content trait,nutrient and stable isotope,NA,carbohydrate; monosaccharide; disaccharide; sugar
https://w3id.org/APD/traits/trait_0002035,leaf_soluble_protein_per_area,leaf,protein content trait,nutrient and stable isotope,NA,protein
https://w3id.org/APD/traits/trait_0002037,leaf_insoluble_protein_per_area,leaf,protein content trait,nutrient and stable isotope,NA,protein
https://w3id.org/APD/traits/trait_0002050,leaf_lignin_per_dry_mass,leaf,phenolic compound content trait,nutrient and stable isotope,NA,lignin
https://w3id.org/APD/traits/trait_0002052,leaf_phenol_per_dry_mass,leaf,phenolic compound content trait,nutrient and stable isotope,NA,phenol; gallic acid
https://w3id.org/APD/traits/trait_0002054,leaf_tannin_per_dry_mass,leaf,phenolic compound content trait,nutrient and stable isotope,NA,phenol; tannin; polyphenol
https://w3id.org/APD/traits/trait_0002055,leaf_carotenoid_per_area,leaf,pigment content trait,nutrient and stable isotope,NA,carotenoid
https://w3id.org/APD/traits/trait_0002056,leaf_carotenoid_per_dry_mass,leaf,pigment content trait,nutrient and stable isotope,NA,carotenoid
https://w3id.org/APD/traits/trait_0002081,leaf_chlorophyll_per_area,leaf,pigment content trait,nutrient and stable isotope,NA,chlorophyll; chlorophyll a; chlorophyll b; chloroplast
https://w3id.org/APD/traits/trait_0002082,leaf_chlorophyll_per_dry_mass,leaf,pigment content trait,nutrient and stable isotope,NA,chlorophyll; chlorophyll a; chlorophyll b; chloroplast
https://w3id.org/APD/traits/trait_0002083,leaf_chlorophyll_A_per_area,leaf,pigment content trait,nutrient and stable isotope,NA,chlorophyll a; chlorophyll; chloroplast
https://w3id.org/APD/traits/trait_0002084,leaf_chlorophyll_A_per_dry_mass,leaf,pigment content trait,nutrient and stable isotope,NA,chlorophyll a; chlorophyll; chloroplast
https://w3id.org/APD/traits/trait_0002085,leaf_chlorophyll_B_per_area,leaf,pigment content trait,nutrient and stable isotope,NA,chlorophyll b; chlorophyll; chloroplast
https://w3id.org/APD/traits/trait_0002086,leaf_chlorophyll_B_per_dry_mass,leaf,pigment content trait,nutrient and stable isotope,NA,chlorophyll b; chlorophyll; chloroplast
https://w3id.org/APD/traits/trait_0002087,leaf_chlorophyll_A_B_ratio,leaf,pigment content trait,nutrient and stable isotope,NA,chlorophyll a; chlorophyll b; chlorophyll; chloroplast
https://w3id.org/APD/traits/trait_0002090,leaf_rubisco_per_leaf_dry_mass,leaf,protein content trait,nutrient and stable isotope,NA,Ribulose-Bisphosphate Carboxylase; chloroplast; protein
https://w3id.org/APD/traits/trait_0002127,stem_soluble_starch_per_mass,stem,carbohydrate content trait,nutrient and stable isotope,NA,starch; carbohydrate
https://w3id.org/APD/traits/trait_0002131,stem_soluble_sugars_per_mass,stem,carbohydrate content trait,nutrient and stable isotope,NA,carbohydrate; monosaccharide; disaccharide; sugar
https://w3id.org/APD/traits/trait_0002224,bark_cellulose_per_dry_mass,bark,carbohydrate content trait,nutrient and stable isotope,NA,amorphous cellulose
https://w3id.org/APD/traits/trait_0002250,bark_lignin_per_dry_mass,bark,phenolic compound content trait,nutrient and stable isotope,NA,lignin
https://w3id.org/APD/traits/trait_0002255,bark_tannin_per_dry_mass,bark,phenolic compound content trait,nutrient and stable isotope,NA,tannin; polyphenol
https://w3id.org/APD/traits/trait_0002327,root_soluble_starch_per_mass,root,carbohydrate content trait,nutrient and stable isotope,NA,starch; carbohydrate
https://w3id.org/APD/traits/trait_0002331,root_soluble_sugars_per_mass,root,carbohydrate content trait,nutrient and stable isotope,NA,carbohydrate; monosaccharide; disaccharide; sugar
https://w3id.org/APD/traits/trait_0002534,seed_protein_per_seed_dry_mass,reproductive shoot system; seed,protein content trait,nutrient and stable isotope,NA,"protein; seed weight, seed mass"
https://w3id.org/APD/traits/trait_0002544,seed_oil_per_seed_dry_mass,reproductive shoot system; seed,lipid content trait,nutrient and stable isotope,NA,"lipid; seed weight, seed mass"
https://w3id.org/APD/traits/trait_0002822,leaf_ash_per_dry_mass,leaf,live leaf mineral and ion content trait; fire response trait,nutrient and stable isotope,NA,ash; combustion process; fire
https://w3id.org/APD/traits/trait_0002824,bark_ash_per_dry_mass,bark,stem mineral and ion content trait; fire response trait,nutrient and stable isotope,NA,ash; combustion process; fire
https://w3id.org/APD/traits/trait_0003011,bark_delta13C,bark,stable isotope ratio determination,nutrient and stable isotope,NA,carbon stable isotope ratio; d13C; carbon-13 atom; isotope
https://w3id.org/APD/traits/trait_0003012,leaf_delta13C,leaf,stable isotope ratio determination,nutrient and stable isotope,core_trait,carbon stable isotope ratio; d13C; carbon-13 atom; isotope
https://w3id.org/APD/traits/trait_0003013,stem_delta13C,stem,stable isotope ratio determination,nutrient and stable isotope,NA,carbon stable isotope ratio; d13C; carbon-13 atom; isotope
https://w3id.org/APD/traits/trait_0003014,root_delta13C,root,stable isotope ratio determination,nutrient and stable isotope,NA,carbon stable isotope ratio; d13C; carbon-13 atom; isotope
https://w3id.org/APD/traits/trait_0003015,wood_delta13C,"stem; wood, secondary xylem",stable isotope ratio determination,nutrient and stable isotope,NA,carbon stable isotope ratio; d13C; wood; carbon-13 atom; isotope
https://w3id.org/APD/traits/trait_0003031,bark_delta15N,bark,stable isotope ratio determination,nutrient and stable isotope,NA,stable nitrogen isotope ratio; d15N; nitrogen-15 atom; isotope
https://w3id.org/APD/traits/trait_0003032,leaf_delta15N,leaf,stable isotope ratio determination,nutrient and stable isotope,NA,stable nitrogen isotope ratio; d15N; nitrogen-15 atom; isotope
https://w3id.org/APD/traits/trait_0003033,stem_delta15N,stem,stable isotope ratio determination,nutrient and stable isotope,NA,stable nitrogen isotope ratio; d15N; nitrogen-15 atom; isotope
https://w3id.org/APD/traits/trait_0003034,root_delta15N,root,stable isotope ratio determination,nutrient and stable isotope,NA,stable nitrogen isotope ratio; d15N; nitrogen-15 atom; isotope
https://w3id.org/APD/traits/trait_0003035,wood_delta15N,"stem; wood, secondary xylem",stable isotope ratio determination,nutrient and stable isotope,NA,stable nitrogen isotope ratio; d15N; wood; nitrogen-15 atom; isotope
https://w3id.org/APD/traits/trait_0003052,leaf_xylem_delta15N,leaf,stable isotope ratio determination,nutrient and stable isotope,NA,stable nitrogen isotope ratio; d15N; xylem vessel; nitrogen-15 atom; isotope; xylem sap
https://w3id.org/APD/traits/trait_0003053,root_xylem_delta15N,root,stable isotope ratio determination,nutrient and stable isotope,NA,stable nitrogen isotope ratio; d15N; xylem vessel; nitrogen-15 atom; isotope; xylem sap
https://w3id.org/APD/traits/trait_0003072,leaf_delta18O,leaf,stable isotope ratio determination,nutrient and stable isotope,NA,stable oxygen isotope ratio; d18O; oxygen-18 atom
https://w3id.org/APD/traits/trait_0003092,stem_water_delta18O,stem,stable isotope ratio determination,nutrient and stable isotope,NA,stable oxygen isotope ratio; d18O; water; oxygen-18 atom; d18O in water
https://w3id.org/APD/traits/trait_0010021,plant_width,whole plant,whole plant morphology trait,whole plant morphology,NA,canopy; vegetation
https://w3id.org/APD/traits/trait_0010022,plant_breadth,whole plant,whole plant morphology trait,whole plant morphology,NA,canopy; vegetation
https://w3id.org/APD/traits/trait_0010023,plant_height,whole plant; stem,whole plant morphology trait,whole plant morphology,core_trait,canopy; vegetation; vegetative shoot system
https://w3id.org/APD/traits/trait_0010024,plant_diameter_breast_height,stem; whole plant,stem morphology trait,stem morphology,NA,tree diameter at breast height; vegetation
https://w3id.org/APD/traits/trait_0010025,stem_count,stem,stem morphology trait,stem morphology,NA,branchiness
https://w3id.org/APD/traits/trait_0010070,plant_spinescence,leaf; stem; whole plant,leaf shape trait; whole plant phenotype trait; plant structure morphology trait,life history,NA,spine leaf; spine stipule; thorn; prickle; defense; pain; spiny
