taxon_name,url,original_name,aligned_name,accepted_name,taxon_rank,taxonomic_status,aligned_reason
Uvaria rupestre,http://eflora.nt.gov.au/factsheet?id=226,Uvaria rupestre,Uvaria rupestre,Uvaria rupestre,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Miliusa brahei,http://eflora.nt.gov.au/factsheet?id=228,Miliusa brahei,Miliusa brahei,Miliusa brahei,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Miliusa traceyi,http://eflora.nt.gov.au/factsheet?id=230,Miliusa traceyi,Miliusa traceyi,Miliusa traceyi,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Monoon australe,http://eflora.nt.gov.au/factsheet?id=232,Monoon australe,Monoon australe,Monoon australe,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Huberantha nitidissima,http://eflora.nt.gov.au/factsheet?id=233,Huberantha nitidissima,Huberantha nitidissima,Huberantha nitidissima,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Meiogyne cylindrocarpa,http://eflora.nt.gov.au/factsheet?id=235,Meiogyne cylindrocarpa,Meiogyne cylindrocarpa,Meiogyne cylindrocarpa,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Uvaria holtzei,http://eflora.nt.gov.au/factsheet?id=237,Uvaria holtzei,Uvaria holtzei,Uvaria holtzei,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Actinotus schwarzii,http://eflora.nt.gov.au/factsheet?id=240,Actinotus schwarzii,Actinotus schwarzii,Actinotus schwarzii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Cyclospermum leptophyllum,http://eflora.nt.gov.au/factsheet?id=242,Cyclospermum leptophyllum,Cyclospermum leptophyllum,Cyclospermum leptophyllum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Daucus glochidiatus,http://eflora.nt.gov.au/factsheet?id=244,Daucus glochidiatus,Daucus glochidiatus,Daucus glochidiatus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Hydrocotyle sp. Watarrka (A.C.Beauglehole 20471),http://eflora.nt.gov.au/factsheet?id=246,Hydrocotyle sp. Watarrka,Hydrocotyle sp. Watarrka (A.C.Beauglehole 20471),Hydrocotyle sp. Watarrka (A.C.Beauglehole 20471),species,accepted,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2026-01-08)
Hydrocotyle sp. Harts Range (A.C.Beauglehole 44720),http://eflora.nt.gov.au/factsheet?id=247,Hydrocotyle sp. Harts Range,Hydrocotyle sp. Harts Range (A.C.Beauglehole 44720),Hydrocotyle sp. Harts Range (A.C.Beauglehole 44720),species,accepted,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2026-01-08)
Hydrocotyle grammatocarpa,http://eflora.nt.gov.au/factsheet?id=248,Hydrocotyle grammatocarpa,Hydrocotyle grammatocarpa,Hydrocotyle grammatocarpa,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Hydrocotyle trachycarpa,http://eflora.nt.gov.au/factsheet?id=249,Hydrocotyle trachycarpa,Hydrocotyle trachycarpa,Hydrocotyle trachycarpa,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Platysace arnhemica,http://eflora.nt.gov.au/factsheet?id=251,Platysace arnhemica,Platysace arnhemica,Platysace arnhemica,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trachymene bialata,http://eflora.nt.gov.au/factsheet?id=254,Trachymene bialata,Trachymene bialata,Trachymene bialata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trachymene umbratica,http://eflora.nt.gov.au/factsheet?id=255,Trachymene umbratica,Trachymene umbratica,Trachymene umbratica,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trachymene didiscoides,http://eflora.nt.gov.au/factsheet?id=256,Trachymene didiscoides,Trachymene didiscoides,Trachymene didiscoides,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trachymene dusenii,http://eflora.nt.gov.au/factsheet?id=257,Trachymene dusenii,Trachymene dusenii,Trachymene dusenii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trachymene gilleniae,http://eflora.nt.gov.au/factsheet?id=258,Trachymene gilleniae,Trachymene gilleniae,Trachymene gilleniae,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trachymene glandulosa,http://eflora.nt.gov.au/factsheet?id=259,Trachymene glandulosa,Trachymene glandulosa,Trachymene glandulosa,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trachymene glaucifolia,http://eflora.nt.gov.au/factsheet?id=260,Trachymene glaucifolia,Trachymene glaucifolia,Trachymene glaucifolia,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trachymene inflata,http://eflora.nt.gov.au/factsheet?id=262,Trachymene inflata,Trachymene inflata,Trachymene inflata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trachymene longipedunculata,http://eflora.nt.gov.au/factsheet?id=264,Trachymene longipedunculata,Trachymene longipedunculata,Trachymene longipedunculata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trachymene microcephala,http://eflora.nt.gov.au/factsheet?id=265,Trachymene microcephala,Trachymene microcephala,Trachymene microcephala,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trachymene psammophila,http://eflora.nt.gov.au/factsheet?id=266,Trachymene psammophila,Trachymene psammophila,Trachymene psammophila,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trachymene rotundifolia,http://eflora.nt.gov.au/factsheet?id=267,Trachymene rotundifolia,Trachymene rotundifolia,Trachymene rotundifolia,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trachymene villosa,http://eflora.nt.gov.au/factsheet?id=268,Trachymene villosa,Trachymene villosa,Trachymene villosa,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Alstonia actinophylla,http://eflora.nt.gov.au/factsheet?id=271,Alstonia actinophylla,Alstonia actinophylla,Alstonia actinophylla,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Alstonia spectabilis,http://eflora.nt.gov.au/factsheet?id=272,Alstonia spectabilis,Alstonia spectabilis,Alstonia spectabilis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Alyxia spicata,http://eflora.nt.gov.au/factsheet?id=275,Alyxia spicata,Alyxia spicata,Alyxia spicata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Carissa lanceolata,http://eflora.nt.gov.au/factsheet?id=277,Carissa lanceolata,Carissa lanceolata,Carissa lanceolata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Catharanthus roseus,http://eflora.nt.gov.au/factsheet?id=279,Catharanthus roseus,Catharanthus roseus,Catharanthus roseus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Cerbera manghas,http://eflora.nt.gov.au/factsheet?id=281,Cerbera manghas,Cerbera manghas,Cerbera manghas,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Ichnocarpus frutescens,http://eflora.nt.gov.au/factsheet?id=283,Ichnocarpus frutescens,Ichnocarpus frutescens,Ichnocarpus frutescens,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Melodinus forbesii,http://eflora.nt.gov.au/factsheet?id=285,Melodinus forbesii,Melodinus forbesii,Melodinus forbesii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Parsonsia alboflavescens,http://eflora.nt.gov.au/factsheet?id=287,Parsonsia alboflavescens,Parsonsia alboflavescens,Parsonsia alboflavescens,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Parsonsia sp. Melville Island (J.Russell-Smith 2036),http://eflora.nt.gov.au/factsheet?id=288,Parsonsia sp. Melville Island,Parsonsia sp. Melville Island (J.Russell-Smith 2036),Parsonsia sp. Melville Island (J.Russell-Smith 2036),species,accepted,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2026-01-08)
Parsonsia velutina,http://eflora.nt.gov.au/factsheet?id=289,Parsonsia velutina,Parsonsia velutina,Parsonsia velutina,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Tabernaemontana orientalis,http://eflora.nt.gov.au/factsheet?id=291,Tabernaemontana orientalis,Tabernaemontana orientalis,Tabernaemontana orientalis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Wrightia pubescens,http://eflora.nt.gov.au/factsheet?id=295,Wrightia pubescens,Wrightia pubescens,Wrightia pubescens,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Wrightia saligna,http://eflora.nt.gov.au/factsheet?id=296,Wrightia saligna,Wrightia saligna,Wrightia saligna,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Ilex arnhemensis,http://eflora.nt.gov.au/factsheet?id=302,Ilex arnhemensis,Ilex arnhemensis,Ilex arnhemensis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Amorphophallus galbra,http://eflora.nt.gov.au/factsheet?id=306,Amorphophallus galbra,Amorphophallus galbra,Amorphophallus galbra,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Amorphophallus paeoniifolius,http://eflora.nt.gov.au/factsheet?id=307,Amorphophallus paeoniifolius,Amorphophallus paeoniifolius,Amorphophallus paeoniifolius,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Colocasia esculenta,http://eflora.nt.gov.au/factsheet?id=309,Colocasia esculenta,Colocasia esculenta,Colocasia esculenta,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Epipremnum amplissimum,http://eflora.nt.gov.au/factsheet?id=311,Epipremnum amplissimum,Epipremnum amplissimum,Epipremnum amplissimum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Typhonium mirabile,http://eflora.nt.gov.au/factsheet?id=313,Typhonium mirabile,Typhonium mirabile,Typhonium mirabile,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Pistia stratiotes,http://eflora.nt.gov.au/factsheet?id=315,Pistia stratiotes,Pistia stratiotes,Pistia stratiotes,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Remusatia vivipara,http://eflora.nt.gov.au/factsheet?id=317,Remusatia vivipara,Remusatia vivipara,Remusatia vivipara,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Typhonium alismifolium,http://eflora.nt.gov.au/factsheet?id=319,Typhonium alismifolium,Typhonium alismifolium,Typhonium alismifolium,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Typhonium angustilobum,http://eflora.nt.gov.au/factsheet?id=320,Typhonium angustilobum,Typhonium angustilobum,Typhonium angustilobum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Typhonium cochleare,http://eflora.nt.gov.au/factsheet?id=321,Typhonium cochleare,Typhonium cochleare,Typhonium cochleare,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
